,初始持仓股票资产,初始持仓资产,初始现金,总资产,手续费,现金,股票资产
2020-06-03 09:36:00.000,2876000.0,2876000.0,0.0,2875993.1,6.9,1856.1,2874137.0
2020-06-03 09:36:03.000,2877800.0,2877800.0,0.0,2877780.46,12.64,3104.46,2874676.0
2020-06-03 09:36:09.000,2877600.0,2877600.0,0.0,2877575.82,12.64,3354.82,2874221.0
2020-06-03 09:36:12.000,2877300.0,2877300.0,0.0,2877267.82,5.0,1319.82,2875948.0
2020-06-03 09:36:15.000,2878500.0,2878500.0,0.0,2878453.92,11.9,2013.92,2876440.0
2020-06-03 09:36:18.000,2877800.0,2877800.0,0.0,2877766.28,7.64,4594.28,2873172.0
2020-06-03 09:36:21.000,2880300.0,2880300.0,0.0,2880238.28,5.0,2550.28,2877688.0
2020-06-03 09:36:24.000,2878900.0,2878900.0,0.0,2878864.28,5.0,508.28,2878356.0
2020-06-03 09:36:27.000,2878000.0,2878000.0,0.0,2877954.9,7.38,2826.9,2875128.0
2020-06-03 09:36:33.000,2878400.0,2878400.0,0.0,2878337.9,5.0,963.9,2877374.0
2020-06-03 09:36:42.000,2877700.0,2877700.0,0.0,2877669.9,5.0,92.9,2877577.0
2020-06-03 09:36:51.000,2878200.0,2878200.0,0.0,2878170.28,7.62,2655.28,2875515.0
2020-06-03 09:36:54.000,2877700.0,2877700.0,0.0,2877686.28,5.0,614.28,2877072.0
2020-06-03 09:37:06.000,2876600.0,2876600.0,0.0,2876598.1,11.18,6664.1,2869934.0
2020-06-03 09:37:09.000,2876200.0,2876200.0,0.0,2876194.1,10.0,-3126.9,2879321.0
2020-06-03 09:37:18.000,2872700.0,2872700.0,0.0,2872742.0,7.1,-1076.0,2873818.0
2020-06-03 09:37:21.000,2870500.0,2870500.0,0.0,2870553.86,9.14,2970.86,2867583.0
2020-06-03 09:37:24.000,2869700.0,2869700.0,0.0,2869727.66,27.2,14903.66,2854824.0
2020-06-03 09:37:27.000,2867600.0,2867600.0,0.0,2867649.78,5.88,15760.78,2851889.0
2020-06-03 09:37:30.000,2864900.0,2864900.0,0.0,2864966.69,12.09,17253.69,2847713.0
2020-06-03 09:37:33.000,2866400.0,2866400.0,0.0,2866447.6,12.09,14246.6,2852201.0
2020-06-03 09:37:36.000,2865500.0,2865500.0,0.0,2865532.63,17.97,12095.63,2853437.0
2020-06-03 09:37:42.000,2863800.0,2863800.0,0.0,2863846.63,5.0,6060.63,2857786.0
2020-06-03 09:37:48.000,2863900.0,2863900.0,0.0,2863915.3,10.33,11280.3,2852635.0
2020-06-03 09:37:51.000,2861500.0,2861500.0,0.0,2861539.93,7.37,13589.93,2847950.0
2020-06-03 09:37:54.000,2860200.0,2860200.0,0.0,2860228.56,12.37,13866.56,2846362.0
2020-06-03 09:38:00.000,2859300.0,2859300.0,0.0,2859318.67,6.89,15709.67,2843609.0
2020-06-03 09:38:03.000,2861400.0,2861400.0,0.0,2861420.78,6.89,17550.78,2843870.0
2020-06-03 09:38:06.000,2859400.0,2859400.0,0.0,2859398.89,11.89,16906.89,2842492.0
2020-06-03 09:38:09.000,2859300.0,2859300.0,0.0,2859291.0,6.89,18746.0,2840545.0
2020-06-03 09:38:15.000,2859800.0,2859800.0,0.0,2859798.63,17.37,18560.63,2841238.0
2020-06-03 09:38:18.000,2860000.0,2860000.0,0.0,2859967.75,16.88,17422.75,2842545.0
2020-06-03 09:38:21.000,2860900.0,2860900.0,0.0,2860878.75,5.0,13723.75,2847155.0
2020-06-03 09:38:24.000,2860200.0,2860200.0,0.0,2860124.75,5.0,8497.75,2851627.0
2020-06-03 09:38:30.000,2861000.0,2861000.0,0.0,2860933.05,12.7,9280.05,2851653.0
2020-06-03 09:38:33.000,2860500.0,2860500.0,0.0,2860399.7,11.35,8562.7,2851837.0
2020-06-03 09:38:36.000,2860200.0,2860200.0,0.0,2860083.35,11.35,7386.35,2852697.0
2020-06-03 09:38:39.000,2860300.0,2860300.0,0.0,2860194.35,10.0,3026.35,2857168.0
2020-06-03 09:38:42.000,2860100.0,2860100.0,0.0,2859978.35,5.0,529.35,2859449.0
2020-06-03 09:38:51.000,2859500.0,2859500.0,0.0,2859362.0,6.35,1842.0,2857520.0
2020-06-03 09:38:54.000,2859400.0,2859400.0,0.0,2859269.65,6.35,3153.65,2856116.0
2020-06-03 09:38:57.000,2860300.0,2860300.0,0.0,2860189.94,18.71,6280.94,2853909.0
2020-06-03 09:39:06.000,2859700.0,2859700.0,0.0,2859588.51,18.43,7129.51,2852459.0
2020-06-03 09:39:09.000,2858800.0,2858800.0,0.0,2858671.28,23.23,12675.28,2845996.0
2020-06-03 09:39:12.000,2857600.0,2857600.0,0.0,2857361.93,16.35,9636.93,2847725.0
