,002127,002387,600859,300253,300113,600884,600338,300496,603650,600649,002920,000012,002019,300459
"(2020, 6, 3)",137261.0,51580.0,260663.0,167824.0,202592.0,59173.0,45875.0,565170.0,209030.0,15175.0,217870.0,3302.0,142187.0,858.0
average,137261.0,51580.0,260663.0,167824.0,202592.0,59173.0,45875.0,565170.0,209030.0,15175.0,217870.0,3302.0,142187.0,858.0
