,002127,002387,600859,300253,300113,600884,600338,300496,603650,600649,002920,000012,002019,300459
"(2020, 6, 3)",7000.0,3900.0,10000.0,7400.0,10000.0,5100.0,6900.0,8600.0,12200.0,2700.0,3800.0,700.0,7100.0,300.0
average,7000.0,3900.0,10000.0,7400.0,10000.0,5100.0,6900.0,8600.0,12200.0,2700.0,3800.0,700.0,7100.0,300.0
