,002127,002387,600859,300253,300113,600884,600338,300496,603650,600649,002920,000012,002019,300459
"(2020, 6, 3)",131637.0,51595.0,259832.0,167796.0,202592.0,59125.0,58460.0,516423.0,254167.0,14640.0,201567.0,3302.0,142163.0,846.0
average,131637.0,51595.0,259832.0,167796.0,202592.0,59125.0,58460.0,516423.0,254167.0,14640.0,201567.0,3302.0,142163.0,846.0
