,600859,600338,002387,300496,002127,300253,002019,300459,603650,300113,002920,000012,600884,600649
"(2020, 6, 2)",253224.0,22689.0,69274.0,249595.0,186398.0,219771.0,173130.0,1300.0,193547.0,105667.0,391112.0,1406.0,28761.0,10847.0
average,253224.0,22689.0,69274.0,249595.0,186398.0,219771.0,173130.0,1300.0,193547.0,105667.0,391112.0,1406.0,28761.0,10847.0
