,600859,600338,002387,300496,002127,300253,002019,300459,603650,300113,002920,000012,600884,600649
"(2020, 6, 2)",233902.0,22634.0,69188.0,231807.0,186355.0,231408.0,173212.0,1290.0,218172.0,101551.0,390196.0,1404.0,28737.0,7052.0
average,233902.0,22634.0,69188.0,231807.0,186355.0,231408.0,173212.0,1290.0,218172.0,101551.0,390196.0,1404.0,28737.0,7052.0
