,600859,600338,002387,300496,002127,300253,002019,300459,603650,300113,002920,000012,600884,600649
"(2020, 6, 2)",9000.0,2600.0,5200.0,3900.0,9700.0,10000.0,8600.0,500.0,11300.0,5000.0,7300.0,300.0,2500.0,1300.0
average,9000.0,2600.0,5200.0,3900.0,9700.0,10000.0,8600.0,500.0,11300.0,5000.0,7300.0,300.0,2500.0,1300.0
