委托日期,id,买卖方向,委托数量,委托日期,开平仓,证券代码
2020-06-03 09:37:03.000,34,买,100,2020-06-03 09:37:03.000,平仓,002127
2020-06-03 09:37:03.000,35,买,100,2020-06-03 09:37:03.000,开仓,300113
2020-06-03 09:37:06.000,36,卖,100,2020-06-03 09:37:06.000,开仓,300496
2020-06-03 09:37:09.000,37,买,100,2020-06-03 09:37:09.000,开仓,002127
2020-06-03 09:37:09.000,38,买,100,2020-06-03 09:37:09.000,平仓,002127
2020-06-03 09:37:09.000,39,买,100,2020-06-03 09:37:09.000,平仓,300496
2020-06-03 09:37:18.000,40,卖,100,2020-06-03 09:37:18.000,开仓,603650
2020-06-03 09:37:21.000,41,卖,100,2020-06-03 09:37:21.000,开仓,300113
2020-06-03 09:37:21.000,42,卖,100,2020-06-03 09:37:21.000,平仓,300113
2020-06-03 09:37:24.000,43,卖,100,2020-06-03 09:37:24.000,平仓,002127
2020-06-03 09:37:24.000,44,卖,100,2020-06-03 09:37:24.000,开仓,300113
2020-06-03 09:37:24.000,45,卖,100,2020-06-03 09:37:24.000,平仓,300113
2020-06-03 09:37:24.000,46,卖,100,2020-06-03 09:37:24.000,开仓,300496
2020-06-03 09:37:27.000,47,卖,100,2020-06-03 09:37:27.000,平仓,600338
2020-06-03 09:37:30.000,48,卖,100,2020-06-03 09:37:30.000,开仓,603650
2020-06-03 09:37:30.000,49,买,100,2020-06-03 09:37:30.000,开仓,600649
2020-06-03 09:37:33.000,50,卖,100,2020-06-03 09:37:33.000,开仓,603650
2020-06-03 09:37:33.000,51,买,100,2020-06-03 09:37:33.000,开仓,600859
2020-06-03 09:37:33.000,52,买,100,2020-06-03 09:37:33.000,平仓,600859
2020-06-03 09:37:36.000,53,卖,100,2020-06-03 09:37:36.000,开仓,600338
2020-06-03 09:37:36.000,54,卖,100,2020-06-03 09:37:36.000,开仓,603650
2020-06-03 09:37:36.000,55,买,100,2020-06-03 09:37:36.000,开仓,600859
2020-06-03 09:37:36.000,56,买,100,2020-06-03 09:37:36.000,平仓,600859
2020-06-03 09:37:42.000,57,买,100,2020-06-03 09:37:42.000,平仓,300496
2020-06-03 09:37:48.000,58,卖,100,2020-06-03 09:37:48.000,开仓,002920
2020-06-03 09:37:51.000,59,卖,100,2020-06-03 09:37:51.000,开仓,300253
2020-06-03 09:37:54.000,60,卖,100,2020-06-03 09:37:54.000,开仓,300253
2020-06-03 09:37:54.000,61,买,100,2020-06-03 09:37:54.000,开仓,300113
2020-06-03 09:38:00.000,62,卖,100,2020-06-03 09:38:00.000,开仓,002127
2020-06-03 09:38:03.000,63,卖,100,2020-06-03 09:38:03.000,开仓,002127
2020-06-03 09:38:06.000,64,卖,100,2020-06-03 09:38:06.000,开仓,002127
2020-06-03 09:38:06.000,65,买,100,2020-06-03 09:38:06.000,开仓,600859
2020-06-03 09:38:09.000,66,卖,100,2020-06-03 09:38:09.000,开仓,002127
2020-06-03 09:38:15.000,67,卖,100,2020-06-03 09:38:15.000,开仓,000012
2020-06-03 09:38:15.000,68,卖,100,2020-06-03 09:38:15.000,开仓,002127
2020-06-03 09:38:15.000,69,买,100,2020-06-03 09:38:15.000,开仓,600859
2020-06-03 09:38:18.000,70,买,100,2020-06-03 09:38:18.000,平仓,000012
2020-06-03 09:38:18.000,71,卖,100,2020-06-03 09:38:18.000,开仓,002127
2020-06-03 09:38:18.000,72,买,100,2020-06-03 09:38:18.000,开仓,600859
2020-06-03 09:38:21.000,73,买,100,2020-06-03 09:38:21.000,开仓,002127
2020-06-03 09:38:21.000,74,买,100,2020-06-03 09:38:21.000,平仓,002127
2020-06-03 09:38:24.000,75,买,100,2020-06-03 09:38:24.000,平仓,002920
2020-06-03 09:38:30.000,76,卖,100,2020-06-03 09:38:30.000,开仓,002387
2020-06-03 09:38:30.000,77,卖,100,2020-06-03 09:38:30.000,平仓,002387
2020-06-03 09:38:30.000,78,买,100,2020-06-03 09:38:30.000,平仓,002127
2020-06-03 09:38:33.000,79,卖,100,2020-06-03 09:38:33.000,开仓,002387
2020-06-03 09:38:33.000,80,买,100,2020-06-03 09:38:33.000,开仓,300113
2020-06-03 09:38:36.000,81,卖,100,2020-06-03 09:38:36.000,开仓,002387
2020-06-03 09:38:36.000,82,买,100,2020-06-03 09:38:36.000,开仓,600859
2020-06-03 09:38:39.000,83,买,100,2020-06-03 09:38:39.000,平仓,300253
2020-06-03 09:38:39.000,84,买,100,2020-06-03 09:38:39.000,开仓,300113
2020-06-03 09:38:42.000,85,买,100,2020-06-03 09:38:42.000,开仓,600859
2020-06-03 09:38:45.000,86,买,100,2020-06-03 09:38:45.000,开仓,600649
2020-06-03 09:38:48.000,87,买,100,2020-06-03 09:38:48.000,开仓,002127
2020-06-03 09:38:48.000,88,买,100,2020-06-03 09:38:48.000,平仓,002127
2020-06-03 09:38:48.000,89,买,100,2020-06-03 09:38:48.000,开仓,600859
2020-06-03 09:38:51.000,90,卖,100,2020-06-03 09:38:51.000,开仓,002387
2020-06-03 09:38:51.000,91,买,100,2020-06-03 09:38:51.000,平仓,300253
2020-06-03 09:38:51.000,92,买,100,2020-06-03 09:38:51.000,开仓,600859
2020-06-03 09:38:54.000,93,卖,100,2020-06-03 09:38:54.000,开仓,002387
2020-06-03 09:38:54.000,94,买,100,2020-06-03 09:38:54.000,开仓,002019
2020-06-03 09:38:54.000,95,买,100,2020-06-03 09:38:54.000,开仓,002127
2020-06-03 09:38:54.000,96,买,100,2020-06-03 09:38:54.000,平仓,002127
2020-06-03 09:38:54.000,97,买,100,2020-06-03 09:38:54.000,开仓,600859
2020-06-03 09:38:57.000,98,卖,100,2020-06-03 09:38:57.000,开仓,002387
2020-06-03 09:38:57.000,99,卖,100,2020-06-03 09:38:57.000,开仓,600884
2020-06-03 09:38:57.000,100,卖,100,2020-06-03 09:38:57.000,平仓,600884
2020-06-03 09:38:57.000,101,买,100,2020-06-03 09:38:57.000,开仓,000012
2020-06-03 09:39:06.000,102,卖,100,2020-06-03 09:39:06.000,开仓,002387
2020-06-03 09:39:06.000,103,卖,100,2020-06-03 09:39:06.000,开仓,603650
2020-06-03 09:39:06.000,104,买,100,2020-06-03 09:39:06.000,开仓,600859
2020-06-03 09:39:09.000,105,卖,100,2020-06-03 09:39:09.000,开仓,603650
2020-06-03 09:39:09.000,106,买,100,2020-06-03 09:39:09.000,开仓,600859
2020-06-03 09:39:09.000,107,卖,100,2020-06-03 09:39:09.000,开仓,300496
2020-06-03 09:39:12.000,108,卖,100,2020-06-03 09:39:12.000,开仓,002387
2020-06-03 09:39:12.000,109,买,100,2020-06-03 09:39:12.000,平仓,002127
2020-06-03 09:39:12.000,110,买,100,2020-06-03 09:39:12.000,开仓,600859
2020-06-03 09:39:15.000,111,卖,100,2020-06-03 09:39:15.000,开仓,002387
2020-06-03 09:39:15.000,112,买,100,2020-06-03 09:39:15.000,开仓,600859
2020-06-03 09:39:18.000,113,买,100,2020-06-03 09:39:18.000,平仓,600338
2020-06-03 09:39:18.000,114,买,100,2020-06-03 09:39:18.000,开仓,002019
2020-06-03 09:39:18.000,115,卖,100,2020-06-03 09:39:18.000,开仓,603650
2020-06-03 09:39:24.000,116,卖,100,2020-06-03 09:39:24.000,平仓,000012
2020-06-03 09:39:24.000,117,买,100,2020-06-03 09:39:24.000,开仓,600859
2020-06-03 09:39:30.000,118,卖,100,2020-06-03 09:39:30.000,开仓,603650
2020-06-03 09:39:33.000,119,买,100,2020-06-03 09:39:33.000,开仓,600338
2020-06-03 09:39:36.000,120,买,100,2020-06-03 09:39:36.000,开仓,600859
2020-06-03 09:39:39.000,121,买,100,2020-06-03 09:39:39.000,平仓,300253
2020-06-03 09:39:39.000,122,卖,100,2020-06-03 09:39:39.000,开仓,603650
2020-06-03 09:39:42.000,123,卖,100,2020-06-03 09:39:42.000,开仓,002127
2020-06-03 09:39:42.000,124,卖,100,2020-06-03 09:39:42.000,开仓,603650
2020-06-03 09:39:42.000,125,买,100,2020-06-03 09:39:42.000,平仓,300496
2020-06-03 09:39:45.000,126,买,100,2020-06-03 09:39:45.000,开仓,600338
2020-06-03 09:39:45.000,127,卖,100,2020-06-03 09:39:45.000,开仓,603650
2020-06-03 09:39:51.000,128,买,100,2020-06-03 09:39:51.000,开仓,600649
2020-06-03 09:39:51.000,129,买,100,2020-06-03 09:39:51.000,平仓,300496
2020-06-03 09:39:54.000,130,买,100,2020-06-03 09:39:54.000,平仓,002387
2020-06-03 09:39:54.000,131,卖,100,2020-06-03 09:39:54.000,平仓,002019
2020-06-03 09:39:54.000,132,买,100,2020-06-03 09:39:54.000,开仓,600649
2020-06-03 09:39:54.000,133,买,100,2020-06-03 09:39:54.000,开仓,300496
2020-06-03 09:39:57.000,134,买,100,2020-06-03 09:39:57.000,开仓,002387
2020-06-03 09:39:57.000,135,买,100,2020-06-03 09:39:57.000,平仓,002387
2020-06-03 09:39:57.000,136,买,100,2020-06-03 09:39:57.000,开仓,600649
2020-06-03 09:39:57.000,137,买,100,2020-06-03 09:39:57.000,开仓,300496
2020-06-03 09:40:00.000,138,买,100,2020-06-03 09:40:00.000,开仓,002387
2020-06-03 09:40:00.000,139,买,100,2020-06-03 09:40:00.000,平仓,002387
2020-06-03 09:40:03.000,140,买,100,2020-06-03 09:40:03.000,开仓,002387
2020-06-03 09:40:03.000,141,买,100,2020-06-03 09:40:03.000,平仓,002387
2020-06-03 09:40:06.000,142,买,100,2020-06-03 09:40:06.000,开仓,002387
2020-06-03 09:40:06.000,143,买,100,2020-06-03 09:40:06.000,平仓,002387
2020-06-03 09:40:06.000,144,卖,100,2020-06-03 09:40:06.000,开仓,603650
2020-06-03 09:40:06.000,145,买,100,2020-06-03 09:40:06.000,开仓,600649
2020-06-03 09:40:09.000,146,买,100,2020-06-03 09:40:09.000,开仓,002387
2020-06-03 09:40:09.000,147,买,100,2020-06-03 09:40:09.000,平仓,002387
2020-06-03 09:40:09.000,148,买,100,2020-06-03 09:40:09.000,平仓,002127
2020-06-03 09:40:09.000,149,买,100,2020-06-03 09:40:09.000,平仓,603650
2020-06-03 09:40:09.000,150,买,100,2020-06-03 09:40:09.000,开仓,300496
2020-06-03 09:40:12.000,151,买,100,2020-06-03 09:40:12.000,开仓,002387
2020-06-03 09:40:12.000,152,买,100,2020-06-03 09:40:12.000,平仓,002387
2020-06-03 09:40:12.000,153,买,100,2020-06-03 09:40:12.000,平仓,002127
2020-06-03 09:40:15.000,154,买,100,2020-06-03 09:40:15.000,开仓,002387
2020-06-03 09:40:15.000,155,买,100,2020-06-03 09:40:15.000,平仓,002387
2020-06-03 09:40:15.000,156,买,100,2020-06-03 09:40:15.000,平仓,002127
2020-06-03 09:40:15.000,157,买,100,2020-06-03 09:40:15.000,开仓,300496
2020-06-03 09:40:18.000,158,买,100,2020-06-03 09:40:18.000,开仓,002387
2020-06-03 09:40:18.000,159,买,100,2020-06-03 09:40:18.000,平仓,002387
2020-06-03 09:40:18.000,160,买,100,2020-06-03 09:40:18.000,平仓,002127
2020-06-03 09:40:18.000,161,卖,100,2020-06-03 09:40:18.000,开仓,603650
2020-06-03 09:40:21.000,162,买,100,2020-06-03 09:40:21.000,开仓,002387
2020-06-03 09:40:21.000,163,买,100,2020-06-03 09:40:21.000,平仓,002387
2020-06-03 09:40:21.000,164,买,100,2020-06-03 09:40:21.000,开仓,002127
2020-06-03 09:40:21.000,165,买,100,2020-06-03 09:40:21.000,平仓,002127
2020-06-03 09:40:21.000,166,买,100,2020-06-03 09:40:21.000,开仓,300496
2020-06-03 09:40:24.000,167,买,100,2020-06-03 09:40:24.000,平仓,002387
2020-06-03 09:40:24.000,168,买,100,2020-06-03 09:40:24.000,平仓,603650
2020-06-03 09:40:24.000,169,买,100,2020-06-03 09:40:24.000,开仓,300496
2020-06-03 09:40:27.000,170,买,100,2020-06-03 09:40:27.000,开仓,002127
2020-06-03 09:40:27.000,171,买,100,2020-06-03 09:40:27.000,平仓,002127
2020-06-03 09:40:27.000,172,买,100,2020-06-03 09:40:27.000,开仓,300113
2020-06-03 09:40:30.000,173,买,100,2020-06-03 09:40:30.000,平仓,002387
2020-06-03 09:40:33.000,174,买,100,2020-06-03 09:40:33.000,开仓,002127
2020-06-03 09:40:33.000,175,买,100,2020-06-03 09:40:33.000,平仓,002127
2020-06-03 09:40:36.000,176,买,100,2020-06-03 09:40:36.000,开仓,002127
2020-06-03 09:40:36.000,177,买,100,2020-06-03 09:40:36.000,平仓,002127
2020-06-03 09:40:39.000,178,买,100,2020-06-03 09:40:39.000,平仓,002127
2020-06-03 09:40:42.000,179,卖,100,2020-06-03 09:40:42.000,开仓,600884
2020-06-03 09:40:45.000,180,卖,100,2020-06-03 09:40:45.000,开仓,600884
2020-06-03 09:40:45.000,181,买,100,2020-06-03 09:40:45.000,开仓,002127
2020-06-03 09:40:45.000,182,买,100,2020-06-03 09:40:45.000,平仓,002127
2020-06-03 09:40:48.000,183,买,100,2020-06-03 09:40:48.000,开仓,002127
2020-06-03 09:40:48.000,184,买,100,2020-06-03 09:40:48.000,平仓,002127
2020-06-03 09:40:51.000,185,买,100,2020-06-03 09:40:51.000,平仓,002387
2020-06-03 09:40:54.000,186,买,100,2020-06-03 09:40:54.000,平仓,002127
2020-06-03 09:40:57.000,187,卖,100,2020-06-03 09:40:57.000,开仓,300253
2020-06-03 09:40:57.000,188,买,100,2020-06-03 09:40:57.000,平仓,002127
2020-06-03 09:40:57.000,189,买,100,2020-06-03 09:40:57.000,开仓,600859
2020-06-03 09:41:00.000,190,卖,100,2020-06-03 09:41:00.000,开仓,300496
2020-06-03 09:41:03.000,191,买,100,2020-06-03 09:41:03.000,平仓,002127
2020-06-03 09:41:03.000,192,卖,100,2020-06-03 09:41:03.000,开仓,300496
2020-06-03 09:41:09.000,193,买,100,2020-06-03 09:41:09.000,平仓,002127
2020-06-03 09:41:12.000,194,买,100,2020-06-03 09:41:12.000,开仓,600859
2020-06-03 09:41:15.000,195,卖,100,2020-06-03 09:41:15.000,平仓,600859
2020-06-03 09:41:18.000,196,卖,100,2020-06-03 09:41:18.000,开仓,600859
2020-06-03 09:41:18.000,197,卖,100,2020-06-03 09:41:18.000,平仓,600859
2020-06-03 09:41:21.000,198,卖,100,2020-06-03 09:41:21.000,开仓,300496
2020-06-03 09:41:24.000,199,买,100,2020-06-03 09:41:24.000,平仓,603650
2020-06-03 09:41:24.000,200,卖,100,2020-06-03 09:41:24.000,平仓,300113
2020-06-03 09:41:24.000,201,卖,100,2020-06-03 09:41:24.000,开仓,300496
2020-06-03 09:41:27.000,202,买,100,2020-06-03 09:41:27.000,平仓,600884
2020-06-03 09:41:27.000,203,买,100,2020-06-03 09:41:27.000,开仓,002019
2020-06-03 09:41:27.000,204,卖,100,2020-06-03 09:41:27.000,开仓,002127
2020-06-03 09:41:27.000,205,卖,100,2020-06-03 09:41:27.000,平仓,600859
2020-06-03 09:41:27.000,206,卖,100,2020-06-03 09:41:27.000,平仓,300113
2020-06-03 09:41:30.000,207,卖,100,2020-06-03 09:41:30.000,平仓,300113
2020-06-03 09:41:33.000,208,买,100,2020-06-03 09:41:33.000,平仓,600884
2020-06-03 09:41:33.000,209,买,100,2020-06-03 09:41:33.000,平仓,002127
2020-06-03 09:41:36.000,210,买,100,2020-06-03 09:41:36.000,开仓,600884
2020-06-03 09:41:36.000,211,买,100,2020-06-03 09:41:36.000,平仓,600884
2020-06-03 09:41:39.000,212,买,100,2020-06-03 09:41:39.000,平仓,002387
2020-06-03 09:41:42.000,213,买,100,2020-06-03 09:41:42.000,开仓,002019
2020-06-03 09:41:45.000,214,买,100,2020-06-03 09:41:45.000,开仓,603650
2020-06-03 09:41:45.000,215,买,100,2020-06-03 09:41:45.000,平仓,603650
2020-06-03 09:41:45.000,216,买,100,2020-06-03 09:41:45.000,平仓,300496
2020-06-03 09:41:48.000,217,买,100,2020-06-03 09:41:48.000,开仓,603650
2020-06-03 09:41:48.000,218,买,100,2020-06-03 09:41:48.000,平仓,603650
2020-06-03 09:41:51.000,219,买,100,2020-06-03 09:41:51.000,平仓,002387
2020-06-03 09:41:51.000,220,卖,100,2020-06-03 09:41:51.000,开仓,002127
2020-06-03 09:41:51.000,221,买,100,2020-06-03 09:41:51.000,开仓,603650
2020-06-03 09:41:51.000,222,买,100,2020-06-03 09:41:51.000,平仓,603650
2020-06-03 09:41:54.000,223,买,100,2020-06-03 09:41:54.000,平仓,603650
2020-06-03 09:41:57.000,224,买,100,2020-06-03 09:41:57.000,平仓,002387
2020-06-03 09:41:57.000,225,买,100,2020-06-03 09:41:57.000,平仓,300496
2020-06-03 09:42:00.000,226,买,100,2020-06-03 09:42:00.000,开仓,600884
2020-06-03 09:42:00.000,227,买,100,2020-06-03 09:42:00.000,开仓,002127
2020-06-03 09:42:00.000,228,买,100,2020-06-03 09:42:00.000,平仓,002127
2020-06-03 09:42:00.000,229,卖,100,2020-06-03 09:42:00.000,平仓,600859
2020-06-03 09:42:03.000,230,买,100,2020-06-03 09:42:03.000,平仓,300253
2020-06-03 09:42:03.000,231,买,100,2020-06-03 09:42:03.000,开仓,002127
2020-06-03 09:42:03.000,232,买,100,2020-06-03 09:42:03.000,平仓,002127
2020-06-03 09:42:03.000,233,买,100,2020-06-03 09:42:03.000,开仓,603650
2020-06-03 09:42:03.000,234,买,100,2020-06-03 09:42:03.000,平仓,603650
2020-06-03 09:42:03.000,235,卖,100,2020-06-03 09:42:03.000,开仓,600859
2020-06-03 09:42:03.000,236,卖,100,2020-06-03 09:42:03.000,平仓,600859
2020-06-03 09:42:06.000,237,买,100,2020-06-03 09:42:06.000,平仓,603650
2020-06-03 09:42:09.000,238,买,100,2020-06-03 09:42:09.000,平仓,603650
2020-06-03 09:42:12.000,239,买,100,2020-06-03 09:42:12.000,开仓,002127
2020-06-03 09:42:18.000,240,买,100,2020-06-03 09:42:18.000,开仓,002127
2020-06-03 09:42:18.000,241,买,100,2020-06-03 09:42:18.000,开仓,300496
2020-06-03 09:42:18.000,242,买,100,2020-06-03 09:42:18.000,平仓,300496
2020-06-03 09:42:24.000,243,买,100,2020-06-03 09:42:24.000,开仓,600884
2020-06-03 09:42:27.000,244,买,100,2020-06-03 09:42:27.000,开仓,600884
2020-06-03 09:42:30.000,245,买,100,2020-06-03 09:42:30.000,开仓,600884
2020-06-03 09:42:30.000,246,买,100,2020-06-03 09:42:30.000,平仓,300496
2020-06-03 09:42:33.000,247,买,100,2020-06-03 09:42:33.000,平仓,002387
2020-06-03 09:42:33.000,248,买,100,2020-06-03 09:42:33.000,平仓,300496
2020-06-03 09:42:36.000,249,买,100,2020-06-03 09:42:36.000,开仓,600884
2020-06-03 09:42:36.000,250,买,100,2020-06-03 09:42:36.000,平仓,603650
2020-06-03 09:42:36.000,251,买,100,2020-06-03 09:42:36.000,平仓,300496
2020-06-03 09:42:39.000,252,买,100,2020-06-03 09:42:39.000,平仓,603650
2020-06-03 09:42:42.000,253,卖,100,2020-06-03 09:42:42.000,开仓,600859
2020-06-03 09:42:42.000,254,卖,100,2020-06-03 09:42:42.000,平仓,600859
2020-06-03 09:42:45.000,255,买,100,2020-06-03 09:42:45.000,开仓,002920
2020-06-03 09:42:45.000,256,卖,100,2020-06-03 09:42:45.000,平仓,600859
2020-06-03 09:42:48.000,257,买,100,2020-06-03 09:42:48.000,平仓,603650
2020-06-03 09:42:48.000,258,买,100,2020-06-03 09:42:48.000,平仓,300496
2020-06-03 09:42:51.000,259,卖,100,2020-06-03 09:42:51.000,开仓,600859
2020-06-03 09:42:51.000,260,卖,100,2020-06-03 09:42:51.000,平仓,600859
2020-06-03 09:42:54.000,261,买,100,2020-06-03 09:42:54.000,平仓,002387
2020-06-03 09:43:06.000,262,买,100,2020-06-03 09:43:06.000,开仓,002920
2020-06-03 09:43:09.000,263,卖,100,2020-06-03 09:43:09.000,平仓,002127
2020-06-03 09:43:09.000,264,买,100,2020-06-03 09:43:09.000,开仓,300496
2020-06-03 09:43:09.000,265,买,100,2020-06-03 09:43:09.000,平仓,300496
2020-06-03 09:43:12.000,266,买,100,2020-06-03 09:43:12.000,开仓,002920
2020-06-03 09:43:12.000,267,买,100,2020-06-03 09:43:12.000,平仓,300496
2020-06-03 09:43:15.000,268,买,100,2020-06-03 09:43:15.000,开仓,002920
2020-06-03 09:43:15.000,269,卖,100,2020-06-03 09:43:15.000,开仓,002127
2020-06-03 09:43:15.000,270,买,100,2020-06-03 09:43:15.000,平仓,300496
2020-06-03 09:43:21.000,271,买,100,2020-06-03 09:43:21.000,平仓,603650
2020-06-03 09:43:24.000,272,买,100,2020-06-03 09:43:24.000,平仓,300496
2020-06-03 09:43:27.000,273,买,100,2020-06-03 09:43:27.000,开仓,600338
2020-06-03 09:43:30.000,274,买,100,2020-06-03 09:43:30.000,平仓,002387
2020-06-03 09:43:33.000,275,卖,100,2020-06-03 09:43:33.000,开仓,002127
2020-06-03 09:43:33.000,276,买,100,2020-06-03 09:43:33.000,平仓,300496
2020-06-03 09:43:36.000,277,卖,100,2020-06-03 09:43:36.000,平仓,002019
2020-06-03 09:43:36.000,278,卖,100,2020-06-03 09:43:36.000,开仓,002127
2020-06-03 09:43:36.000,279,买,100,2020-06-03 09:43:36.000,开仓,300496
2020-06-03 09:43:36.000,280,买,100,2020-06-03 09:43:36.000,平仓,300496
2020-06-03 09:43:39.000,281,买,100,2020-06-03 09:43:39.000,平仓,300496
2020-06-03 09:43:45.000,282,买,100,2020-06-03 09:43:45.000,平仓,300496
2020-06-03 09:43:48.000,283,买,100,2020-06-03 09:43:48.000,平仓,300496
2020-06-03 09:43:57.000,284,买,100,2020-06-03 09:43:57.000,开仓,600859
2020-06-03 09:43:57.000,285,买,100,2020-06-03 09:43:57.000,平仓,300496
2020-06-03 09:44:00.000,286,买,100,2020-06-03 09:44:00.000,开仓,002387
2020-06-03 09:44:03.000,287,买,100,2020-06-03 09:44:03.000,开仓,002387
2020-06-03 09:44:03.000,288,买,100,2020-06-03 09:44:03.000,开仓,002920
2020-06-03 09:44:03.000,289,卖,100,2020-06-03 09:44:03.000,开仓,300253
2020-06-03 09:44:03.000,290,买,100,2020-06-03 09:44:03.000,平仓,300496
2020-06-03 09:44:06.000,291,买,100,2020-06-03 09:44:06.000,开仓,600338
2020-06-03 09:44:18.000,292,买,100,2020-06-03 09:44:18.000,平仓,300253
2020-06-03 09:44:18.000,293,买,100,2020-06-03 09:44:18.000,平仓,002127
2020-06-03 09:44:18.000,294,买,100,2020-06-03 09:44:18.000,平仓,300496
2020-06-03 09:44:21.000,295,买,100,2020-06-03 09:44:21.000,平仓,300496
2020-06-03 09:44:24.000,296,买,100,2020-06-03 09:44:24.000,平仓,300253
2020-06-03 09:44:24.000,297,买,100,2020-06-03 09:44:24.000,开仓,300113
2020-06-03 09:44:27.000,298,买,100,2020-06-03 09:44:27.000,开仓,300113
2020-06-03 09:44:30.000,299,买,100,2020-06-03 09:44:30.000,开仓,600884
2020-06-03 09:44:39.000,300,买,100,2020-06-03 09:44:39.000,开仓,300253
2020-06-03 09:44:39.000,301,买,100,2020-06-03 09:44:39.000,平仓,300253
2020-06-03 09:44:42.000,302,卖,100,2020-06-03 09:44:42.000,开仓,002127
2020-06-03 09:44:45.000,303,买,100,2020-06-03 09:44:45.000,平仓,300253
2020-06-03 09:44:48.000,304,买,100,2020-06-03 09:44:48.000,开仓,002019
2020-06-03 09:44:51.000,305,买,100,2020-06-03 09:44:51.000,开仓,300113
2020-06-03 09:44:54.000,306,卖,100,2020-06-03 09:44:54.000,平仓,600338
2020-06-03 09:45:03.000,307,买,100,2020-06-03 09:45:03.000,开仓,600884
2020-06-03 09:45:06.000,308,买,100,2020-06-03 09:45:06.000,开仓,300253
2020-06-03 09:45:09.000,309,买,100,2020-06-03 09:45:09.000,开仓,300253
2020-06-03 09:45:09.000,310,卖,100,2020-06-03 09:45:09.000,开仓,002127
2020-06-03 09:45:09.000,311,买,100,2020-06-03 09:45:09.000,开仓,600859
2020-06-03 09:45:12.000,312,买,100,2020-06-03 09:45:12.000,开仓,300253
2020-06-03 09:45:15.000,313,买,100,2020-06-03 09:45:15.000,平仓,300496
2020-06-03 09:45:21.000,314,卖,100,2020-06-03 09:45:21.000,开仓,002920
2020-06-03 09:45:30.000,315,买,100,2020-06-03 09:45:30.000,开仓,300253
2020-06-03 09:45:30.000,316,买,100,2020-06-03 09:45:30.000,开仓,300496
2020-06-03 09:45:30.000,317,买,100,2020-06-03 09:45:30.000,平仓,300496
2020-06-03 09:45:33.000,318,买,100,2020-06-03 09:45:33.000,开仓,300496
2020-06-03 09:45:33.000,319,买,100,2020-06-03 09:45:33.000,平仓,300496
2020-06-03 09:45:36.000,320,买,100,2020-06-03 09:45:36.000,平仓,300496
2020-06-03 09:45:39.000,321,买,100,2020-06-03 09:45:39.000,开仓,300496
